gene	p_val	avg_diff	pct.1	pct.2	CellType	Exp	Exp+
Rhoc	0	0.895636995	0.287	0.009	Unknown	0.930302746	1.849472165
Ddr2	0	0.892385005	0.274	0.004	Unknown	0.904228859	1.84966663
Fbn1	0	0.891462891	0.275	0.007	Unknown	0.911233229	1.856784615
Prelp	0	0.889073886	0.281	0.004	Unknown	0.90540443	1.830725479
Emp2	0	0.888517327	0.279	0.009	Unknown	0.909227497	1.842921603
Mettl7a1	0	0.885859048	0.282	0.009	Unknown	0.908971845	1.834396735
Adcy7	0	0.882986656	0.26	0.004	Unknown	0.898300559	1.887179616
Apod	0	0.882141452	0.206	0.002	Unknown	0.888045658	2.072805409
F3	0	0.88049518	0.253	0.011	Unknown	0.907807754	1.923368001
Cyth3	0	0.879500569	0.389	0.097	Unknown	1.181305828	1.918580877
Tmem100	0	0.878063966	0.233	0.003	Unknown	0.887724755	1.966378143
Col15a1	0	0.877437567	0.234	0.029	Unknown	0.961560472	2.06744746
Krtcap2	0	0.875836494	0.454	0.227	Unknown	1.352286389	1.990622993
Tmem159	0	0.874236376	0.283	0.018	Unknown	0.912341353	1.835083966
Ednra	0	0.870116512	0.264	0.008	Unknown	0.889473742	1.859892482
Fmnl2	0	0.870069677	0.287	0.043	Unknown	0.93921107	1.861847109
Mir99ahg	0	0.869904055	0.334	0.123	Unknown	1.128841382	1.98226741
Srsf5	0	0.869094974	0.608	0.365	Unknown	1.743433852	2.169744175
Fndc3b	0	0.865860308	0.3	0.028	Unknown	0.974969627	1.872999214
Lrpap1	0	0.861354198	0.476	0.226	Unknown	1.436722885	2.046515643
Acap2	0	0.851410998	0.291	0.05	Unknown	0.967786638	1.889243661
Cdc42ep2	0	0.850815736	0.254	0.003	Unknown	0.858682644	1.849272647
Tfpi	0	0.849045107	0.259	0.005	Unknown	0.867289744	1.845428406
Dbp	0	0.841646274	0.254	0.025	Unknown	0.920137393	1.936378119
Cryab	0	0.841050885	0.252	0.007	Unknown	0.856421607	1.852004973
Slc24a2	0	0.838030441	0.249	0.003	Unknown	0.843875903	1.845756803
Sgce	0	0.837213332	0.261	0.013	Unknown	0.873127039	1.846545246
Chst15	0	0.83668428	0.243	0.025	Unknown	0.868879364	1.902872661
Avpr1a	0	0.833280328	0.238	0.001	Unknown	0.838390986	1.87542965
P3h3	0	0.832744875	0.253	0.003	Unknown	0.845283244	1.834130062
H6pd	0	0.82793752	0.268	0.009	Unknown	0.861941897	1.808787368
Sspn	0	0.825656456	0.269	0.009	Unknown	0.865494064	1.811098084
Ptch1	0	0.822926039	0.233	0.007	Unknown	0.850536586	1.911544761
Thap3	0	0.822579479	0.267	0.015	Unknown	0.891533728	1.855634104
Medag	0	0.816503498	0.238	0.002	Unknown	0.82131303	1.848238841
Ypel3	0	0.807452023	0.399	0.184	Unknown	1.204610029	1.924528158
Pdxk	0	0.801975678	0.254	0.016	Unknown	0.845974391	1.830635358
Hpcal1	0	0.801344538	0.264	0.014	Unknown	0.865375936	1.825173655
Oaf	0	0.799964808	0.24	0.002	Unknown	0.807452488	1.819370381
Map1lc3b	0	0.797851608	0.483	0.266	Unknown	1.398209873	1.989316929
Adam23	0	0.784624923	0.226	0.005	Unknown	0.804061896	1.866627023
Ahcyl1	0	0.774256088	0.328	0.124	Unknown	1.025432868	1.863524551
Olfml2b	0	0.773160255	0.239	0.007	Unknown	0.802090828	1.817591757
Gfpt2	0	0.771603402	0.232	0.006	Unknown	0.788751252	1.819820981
Npr3	0	0.77108812	0.226	0.021	Unknown	0.807663265	1.870434905
6030408B16Rik	0	0.765669162	0.224	0.008	Unknown	0.80299355	1.871811538
Pdlim2	0	0.761398598	0.247	0.007	Unknown	0.786123287	1.765275387
Slc50a1	0	0.756433985	0.249	0.01	Unknown	0.798889797	1.778556096
Inhba	0	0.738830826	0.205	0.002	Unknown	0.743488196	1.855357549
Col6a2	0	0.734790936	0.23	0.003	Unknown	0.742516382	1.756013739
Zfyve21	0	0.728890343	0.27	0.029	Unknown	0.856296185	1.794977061
Ces2g	0	0.72761513	0.222	0.002	Unknown	0.734645809	1.773481421
Svil	0	0.726239973	0.234	0.016	Unknown	0.783722265	1.805579663
Frmd6	0	0.718891969	0.246	0.022	Unknown	0.787645928	1.769118762
Egfr	0	0.711478331	0.218	0.006	Unknown	0.722649803	1.769657574
Sema3c	0	0.704439354	0.231	0.017	Unknown	0.802579594	1.845927909
Fam102b	0	0.700808684	0.224	0.01	Unknown	0.733768473	1.765323899
Rims4	0	0.699233668	0.226	0.003	Unknown	0.708775987	1.715246425
Tsen34	6.24993041989177e-321	0.749940582	0.284	0.038	Unknown	0.913063793	1.83340928
Arhgap21	8.31012762161797e-311	0.710653649	0.223	0.019	Unknown	0.789491666	1.854460688
Nucb1	0	0.742626106	0.307	0.08	Unknown	0.951712305	1.821175056
Rab18	9.7195E-306	0.776222388	0.327	0.092	Unknown	1.03355529	1.876552853
Hook3	7.693E-305	0.80711557	0.327	0.088	Unknown	1.079453265	1.938835464
Hexim1	2.5937E-302	0.788648721	0.304	0.072	Unknown	1.01494223	1.914123222
Rcn2	3.2456E-296	0.787984397	0.354	0.134	Unknown	1.138402031	1.945638282
Clk1	3.2381E-293	0.750703078	0.35	0.128	Unknown	1.106278773	1.913738007
Cmip	4.66E-279	0.731020303	0.275	0.057	Unknown	0.922648415	1.872855576
Ppp2r3a	3.7774E-255	0.71303165	0.275	0.055	Unknown	0.941809022	1.90106757
2210016L21Rik	7.8206E-250	0.703187372	0.268	0.062	Unknown	0.901972045	1.866223885
Dazl	0	2.531944321	0.753	0.104	Spermatogonia	2.767349159	3.035090918
Hells	0	2.226696452	0.637	0.068	Spermatogonia	2.355605159	2.771643127
Stra8	0	2.216858922	0.351	0.007	Spermatogonia	2.251502649	3.228299792
Anp32b	0	2.045285124	0.749	0.238	Spermatogonia	2.808523043	3.082894406
Taf7l	0	2.009965556	0.598	0.105	Spermatogonia	2.210601574	2.678929032
Tex101	0	1.741047968	0.516	0.159	Spermatogonia	2.30643695	2.918810617
Sycp1	0	1.646198656	0.72	0.399	Spermatogonia	2.756912052	3.06688011
Zrsr2	0	1.63538751	0.492	0.036	Spermatogonia	1.789327182	2.410168132
Esco2	0	1.590748722	0.428	0.024	Spermatogonia	1.644246102	2.374944167
Mki67	0	1.56802502	0.411	0.073	Spermatogonia	1.699967573	2.474879039
Hmgn2	0	1.567817878	0.502	0.123	Spermatogonia	1.820123923	2.42472168
Lig1	0	1.559024247	0.477	0.106	Spermatogonia	1.736286104	2.379862542
Tex15	0	1.556229575	0.527	0.204	Spermatogonia	2.081069564	2.660761958
Zcwpw1	0	1.548674527	0.452	0.061	Spermatogonia	1.665113603	2.349287202
Map7d2	0	1.477761844	0.416	0.006	Spermatogonia	1.501399558	2.239277788
Taf1d	0	1.472061115	0.547	0.193	Spermatogonia	1.907416088	2.440601545
Top2a	0	1.469878967	0.598	0.328	Spermatogonia	2.254123761	2.724778743
Crabp1	0	1.46859944	0.376	0.003	Spermatogonia	1.478981171	2.303132534
Esf1	0	1.462910343	0.538	0.151	Spermatogonia	1.908704515	2.458274703
Hnrnpdl	0	1.460742218	0.568	0.252	Spermatogonia	2.012616984	2.518309047
2700094K13Rik	0	1.460249039	0.45	0.07	Spermatogonia	1.614255518	2.296139825
Hmgn1	0	1.44416675	0.591	0.284	Spermatogonia	2.169061133	2.647593524
H2afv	0	1.440603094	0.515	0.188	Spermatogonia	1.806379517	2.387407074
Mif	0	1.439833023	0.541	0.161	Spermatogonia	1.957647472	2.505101612
Dmrt1	0	1.4380266	0.428	0.024	Spermatogonia	1.544285994	2.263331999
Fkbp6	0	1.432793441	0.482	0.095	Spermatogonia	1.625217754	2.247117194
Nap1l1	0	1.423732826	0.653	0.318	Spermatogonia	2.222288646	2.610497629
Smarca5	0	1.42062755	0.65	0.378	Spermatogonia	2.253350978	2.646118449
Cirbp	0	1.390174963	0.525	0.181	Spermatogonia	1.779039443	2.340011966
Tpr	0	1.385848812	0.659	0.337	Spermatogonia	2.309729158	2.691817097
Scml2	0	1.377905861	0.405	0.035	Spermatogonia	1.437117015	2.188451516
Cenpa	0	1.375229434	0.334	0.004	Spermatogonia	1.390171267	2.306598556
Ppig	0	1.349338886	0.654	0.337	Spermatogonia	2.300771316	2.690580646
Cenpf	0	1.349293024	0.626	0.393	Spermatogonia	2.412330952	2.847221837
Ttc3	0	1.340733617	0.489	0.146	Spermatogonia	1.777191487	2.403025139
Cacybp	0	1.339445626	0.614	0.385	Spermatogonia	2.13865445	2.58049261
Mdn1	0	1.33589905	0.436	0.174	Spermatogonia	1.656973052	2.373386291
Rbm8a	0	1.319961297	0.555	0.244	Spermatogonia	1.888896618	2.408647383
Mov10l1	0	1.312546578	0.422	0.117	Spermatogonia	1.530217471	2.258715473
Snrpe	0	1.309467557	0.506	0.207	Spermatogonia	1.731337481	2.321423941
Rhox13	0	1.304148009	0.343	0.006	Spermatogonia	1.317728871	2.193656939
Ddx10	0	1.303587949	0.474	0.162	Spermatogonia	1.672492928	2.31517282
4930447C04Rik	0	1.298545224	0.378	0.074	Spermatogonia	1.496509285	2.320148832
Rpa2	0	1.271216814	0.406	0.057	Spermatogonia	1.377953364	2.116133714
Banf1	0	1.269988906	0.571	0.316	Spermatogonia	1.951393242	2.44942678
Cbx1	0	1.269985167	0.549	0.218	Spermatogonia	1.849938724	2.375339943
Snrpb	0	1.268123515	0.521	0.199	Spermatogonia	1.770526922	2.337680466
Tex13	0	1.26491098	0.343	0.007	Spermatogonia	1.277004825	2.144632082
Snrpg	0	1.261357146	0.547	0.332	Spermatogonia	1.883953918	2.415820045
Casp8ap2	0	1.253867517	0.376	0.062	Spermatogonia	1.409276432	2.223073823
Supt16	0	1.253092591	0.544	0.264	Spermatogonia	1.865355766	2.400943924
Dnmt1	0	1.252376395	0.392	0.086	Spermatogonia	1.400475247	2.174981848
Rsl1d1	0	1.238221633	0.526	0.249	Spermatogonia	1.792353121	2.353258728
Clspn	0	1.234678805	0.345	0.018	Spermatogonia	1.275671813	2.138761627
Srsf3	0	1.229997715	0.592	0.333	Spermatogonia	1.994103722	2.461749422
Lman1	0	1.225007535	0.401	0.077	Spermatogonia	1.490503274	2.258740475
Hnrnpc	0	1.222814077	0.607	0.353	Spermatogonia	2.06695206	2.515897218
Zfp518a	0	1.221961504	0.372	0.079	Spermatogonia	1.362771985	2.177475924
U2surp	0	1.218595886	0.525	0.24	Spermatogonia	1.799561284	2.36230334
Fmr1	0	1.21740327	0.38	0.057	Spermatogonia	1.407775676	2.210179823
Taf7	0	1.209773666	0.442	0.172	Spermatogonia	1.56411597	2.25621391
Usp26	0	1.208733305	0.334	0.047	Spermatogonia	1.282697002	2.176287944
Prss50	0	1.204639239	0.249	0.004	Spermatogonia	1.221175159	2.360726419
Trap1a	0	1.201667297	0.297	0.018	Spermatogonia	1.233752608	2.22012976
Lsm3	0	1.199190837	0.472	0.178	Spermatogonia	1.603534282	2.242370075
Smc2	0	1.187500844	0.519	0.302	Spermatogonia	1.841042963	2.417116969
Dctpp1	0	1.186611111	0.363	0.058	Spermatogonia	1.288718098	2.10943695
Kdm5a	0	1.18191605	0.481	0.21	Spermatogonia	1.679650301	2.309309462
Copb2	0	1.178623168	0.464	0.202	Spermatogonia	1.585451942	2.236509669
Cdc5l	0	1.170864836	0.504	0.265	Spermatogonia	1.751250432	2.345759382
Caprin2	0	1.165944257	0.34	0.044	Spermatogonia	1.253521898	2.122486771
Pdia6	0	1.15653446	0.6	0.378	Spermatogonia	2.035089386	2.49237627
Slc25a31	0	1.150798545	0.431	0.19	Spermatogonia	1.477431357	2.180954464
Magoh	0	1.148142887	0.397	0.13	Spermatogonia	1.395082663	2.156465205
Polr2b	0	1.145263907	0.393	0.092	Spermatogonia	1.327907407	2.085894747
Psmb2	0	1.142633381	0.464	0.232	Spermatogonia	1.598905057	2.252518636
Ddost	0	1.140662412	0.469	0.242	Spermatogonia	1.581809254	2.22249858
Hspa5	0	1.131973914	0.779	0.567	Spermatogonia	3.038995331	3.278445261
Smarcc1	0	1.130484848	0.472	0.235	Spermatogonia	1.659782579	2.304650523
Cebpz	0	1.124168343	0.46	0.232	Spermatogonia	1.619928287	2.282482426
Hat1	0	1.122166698	0.397	0.134	Spermatogonia	1.366141249	2.12235428
Polr2f	0	1.121303822	0.426	0.218	Spermatogonia	1.554469972	2.279391121
Pcgf5	0	1.121067109	0.402	0.133	Spermatogonia	1.407076224	2.161136885
Tex11	0	1.117876206	0.306	0.016	Spermatogonia	1.146622174	2.081793738
Rock1	0	1.115854123	0.514	0.304	Spermatogonia	1.80394099	2.386423071
Fubp1	0	1.113975907	0.499	0.266	Spermatogonia	1.731498298	2.333463714
Coq7	0	1.109639093	0.335	0.068	Spermatogonia	1.237416821	2.117966543
Nop56	0	1.106540601	0.385	0.07	Spermatogonia	1.390794741	2.178646621
Pnn	0	1.10473556	0.668	0.347	Spermatogonia	2.232771053	2.59987459
Hsp90b1	0	1.104453773	0.91	0.662	Spermatogonia	3.570172737	3.661565296
Pbdc1	0	1.09765201	0.36	0.089	Spermatogonia	1.283158937	2.108418285
Siva1	0	1.078125061	0.381	0.101	Spermatogonia	1.323257628	2.10868304
Tsn	0	1.074922615	0.43	0.19	Spermatogonia	1.496088116	2.204320438
Dhx9	0	1.071198754	0.46	0.208	Spermatogonia	1.567480378	2.22403369
Uimc1	0	1.068162529	0.355	0.079	Spermatogonia	1.282684099	2.121177375
Mrps24	0	1.065434244	0.348	0.065	Spermatogonia	1.233337132	2.078345171
Ccne2	0	1.059481404	0.319	0.092	Spermatogonia	1.261057678	2.189392893
Ppa1	0	1.057888553	0.339	0.062	Spermatogonia	1.183906195	2.038417268
Hdgfrp3	0	1.048781173	0.411	0.209	Spermatogonia	1.419539499	2.154144915
Lsm8	0	1.042772166	0.385	0.146	Spermatogonia	1.315141363	2.090306505
Cks1b	0	1.041583308	0.306	0.035	Spermatogonia	1.144538852	2.079795208
Nme1	0	1.039095713	0.451	0.249	Spermatogonia	1.549074302	2.2217168
Polr2j	0	1.033567412	0.353	0.1	Spermatogonia	1.228746668	2.05916278
Cdca7	0	1.032790195	0.275	0.004	Spermatogonia	1.04678703	2.044584039
Rbx1	0	1.031784725	0.49	0.27	Spermatogonia	1.669196579	2.281576095
Pak1ip1	0	1.029736646	0.424	0.218	Spermatogonia	1.463087568	2.1771622
Smchd1	0	1.025835475	0.349	0.082	Spermatogonia	1.234886645	2.076706073
Safb	0	1.023107152	0.471	0.24	Spermatogonia	1.609143417	2.250883278
Emg1	0	1.023053734	0.382	0.17	Spermatogonia	1.324683368	2.106587838
Exosc8	0	1.022513322	0.322	0.044	Spermatogonia	1.126795003	2.011870117
Tipin	0	1.01973456	0.388	0.178	Spermatogonia	1.394884834	2.178058337
Trmt6	0	1.01167513	0.344	0.094	Spermatogonia	1.242720283	2.098878752
Nxf2	0	1.011099871	0.307	0.042	Spermatogonia	1.082909382	1.996634769
Bclaf1	0	1.008879041	0.51	0.293	Spermatogonia	1.758232621	2.342881646
Fbl	0	0.993866208	0.31	0.066	Spermatogonia	1.145087393	2.067774228
Wdr43	0	0.992606917	0.329	0.061	Spermatogonia	1.161125816	2.037352077
Syncrip	0	0.992501981	0.407	0.179	Spermatogonia	1.41008101	2.152783695
Pdia4	0	0.98607909	0.342	0.104	Spermatogonia	1.254556221	2.119501546
Gmnn	0	0.983073133	0.389	0.175	Spermatogonia	1.376938511	2.154716139
Lrrc42	0	0.980732941	0.325	0.109	Spermatogonia	1.176077141	2.067587518
Plaa	0	0.970103255	0.328	0.059	Spermatogonia	1.141471843	2.013646851
Esx1	0	0.968879374	0.248	0.043	Spermatogonia	1.033522216	2.115077876
Ddhd2	0	0.96863796	0.286	0.029	Spermatogonia	1.076259615	2.049383576
Snrnp40	0	0.967597919	0.334	0.126	Spermatogonia	1.192589272	2.064574029
Kras	0	0.963844203	0.34	0.137	Spermatogonia	1.268901992	2.141401481
Taf1	0	0.962643153	0.289	0.027	Spermatogonia	1.081516478	2.048451178
Luc7l	0	0.95156382	0.358	0.127	Spermatogonia	1.272511418	2.100644567
Gm364	0	0.950868816	0.235	0.023	Spermatogonia	0.985851505	2.096321607
Sarnp	0	0.949968616	0.406	0.205	Spermatogonia	1.402860589	2.146898893
Sf3b6	0	0.9488637	0.348	0.122	Spermatogonia	1.212341115	2.052361239
Rasa2	0	0.948558408	0.305	0.087	Spermatogonia	1.111078113	2.039994322
Zmym5	0	0.941242412	0.372	0.167	Spermatogonia	1.32689909	2.133458459
Chd3os	0	0.9390885	0.279	0.058	Spermatogonia	1.080314303	2.075148187
Dut	0	0.936038229	0.413	0.173	Spermatogonia	1.412215076	2.141559636
Wdhd1	0	0.934894588	0.267	0.024	Spermatogonia	0.972120502	1.968512907
Topbp1	0	0.929572211	0.304	0.094	Spermatogonia	1.117230645	2.049316941
Cdkn2a	0	0.928434577	0.261	0.028	Spermatogonia	0.961410034	1.97131985
Chuk	0	0.925310491	0.286	0.048	Spermatogonia	1.050761728	2.014827598
Chd6	0	0.923607784	0.32	0.065	Spermatogonia	1.16738456	2.068731456
Huwe1	0	0.911302824	0.316	0.077	Spermatogonia	1.143019855	2.048699354
A830080D01Rik	0	0.909181039	0.263	0.01	Spermatogonia	0.954255674	1.957467838
Lsm7	0	0.906860064	0.316	0.093	Spermatogonia	1.11686473	2.016421308
Ctps	0	0.905790871	0.266	0.014	Spermatogonia	0.94784134	1.938548441
Lsm6	0	0.903767958	0.315	0.092	Spermatogonia	1.090109669	1.984390289
Rars	0	0.903078439	0.307	0.095	Spermatogonia	1.107909291	2.028510102
Ccna2	0	0.90295728	0.234	0.01	Spermatogonia	0.920862711	2.008513058
Xpo1	0	0.900660239	0.334	0.129	Spermatogonia	1.182340763	2.049864234
Elavl2	0	0.884979402	0.238	0.006	Spermatogonia	0.901127035	1.967086683
Rbmx2	0	0.882045514	0.241	0.01	Spermatogonia	0.914056067	1.973869623
Nip7	0	0.881716023	0.281	0.072	Spermatogonia	1.022576595	1.99215187
Atad5	0	0.873588688	0.227	0.013	Spermatogonia	0.917394926	2.029213437
Wasl	0	0.870220974	0.328	0.122	Spermatogonia	1.200958111	2.089408469
Rad51	0	0.865557177	0.252	0.044	Spermatogonia	0.927872186	1.956557235
Apc	0	0.861372492	0.285	0.057	Spermatogonia	1.054844445	2.023130351
Mcm2	0	0.860748653	0.234	0.005	Spermatogonia	0.876935082	1.943828211
Mcm3	0	0.860271789	0.25	0.018	Spermatogonia	0.916514641	1.946027817
Tex19.1	0	0.858709942	0.238	0.014	Spermatogonia	0.880126807	1.936526676
Brd4	0	0.856910458	0.315	0.105	Spermatogonia	1.133208564	2.038083754
Tsc22d3	0	0.851267232	0.269	0.028	Spermatogonia	0.973791943	1.962500499
Hspa14	0	0.848026314	0.284	0.078	Spermatogonia	1.034319873	1.999291423
Mcmbp	0	0.845637689	0.293	0.065	Spermatogonia	1.033444682	1.969929175
Eif2b3	0	0.83873097	0.266	0.048	Spermatogonia	0.974545506	1.974917611
Zfp292	0	0.831739119	0.267	0.052	Spermatogonia	1.049798853	2.073699239
Polr2h	0	0.82807214	0.259	0.031	Spermatogonia	0.952980279	1.967346485
Cuta	0	0.823562894	0.284	0.068	Spermatogonia	1.003913473	1.959717311
Anapc4	0	0.807939179	0.269	0.059	Spermatogonia	0.953566739	1.935959482
Dkc1	0	0.796175443	0.247	0.027	Spermatogonia	0.912818714	1.95050279
D10Wsu102e	0	0.776865945	0.232	0.031	Spermatogonia	0.912566673	2.005309189
Trpm7	0	0.754147306	0.263	0.06	Spermatogonia	1.015228718	2.040068545
Sept12	0	0.739488589	0.188	0.632	Spermatogonia	2.399186765	3.996300794
Pabpc6	0	1.90720676	0.926	0.245	Spermatocyte	2.808197186	2.880418623
Atxn7l3b	0	1.838963527	0.948	0.402	Spermatocyte	3.071503743	3.122011584
Rsph1	0	1.835772475	0.989	0.505	Spermatocyte	3.656452537	3.667373734
Cox8c	0	1.594741558	0.982	0.499	Spermatocyte	3.436128802	3.454133227
AA467197	0	1.561388402	0.946	0.324	Spermatocyte	2.821938265	2.87471354
Calm2	0	1.538486282	0.913	0.442	Spermatocyte	3.174758555	3.262625213
Cdc42ep3	0	1.522228733	0.871	0.234	Spermatocyte	2.370061578	2.496382727
Mllt10	0	1.494509704	0.825	0.254	Spermatocyte	2.452092835	2.629203469
Lyar	0	1.494081482	0.997	0.613	Spermatocyte	4.174614029	4.177530158
Ccdc38	0	1.484611168	0.929	0.397	Spermatocyte	3.005969798	3.076536454
Mesp1	0	1.450043617	0.841	0.258	Spermatocyte	2.160720606	2.315765321
Slc2a3	0	1.418621225	0.803	0.123	Spermatocyte	1.949486179	2.140190719
Diablo	0	1.40403644	0.898	0.277	Spermatocyte	2.351467091	2.448969319
Ddt	0	1.392558001	0.885	0.255	Spermatocyte	2.132059376	2.240945297
Calm1	0	1.38899436	0.994	0.713	Spermatocyte	3.914454637	3.920268655
Cox7b2	0	1.383469078	0.944	0.392	Spermatocyte	2.762067683	2.81566066
Psip1	0	1.361688169	0.923	0.397	Spermatocyte	2.632504021	2.707425447
Acyp1	0	1.338676134	0.933	0.354	Spermatocyte	2.677093682	2.741476632
Tuba3b	0	1.338664176	0.969	0.507	Spermatocyte	3.206649676	3.237273204
Cfap97	0	1.283981708	0.894	0.335	Spermatocyte	2.33188526	2.433593062
1700029P11Rik	0	1.27752405	0.823	0.152	Spermatocyte	1.724182961	1.886771983
Nkapl	0	1.27099755	0.897	0.318	Spermatocyte	2.268287796	2.366204424
4933416C03Rik	0	1.26784475	0.894	0.293	Spermatocyte	2.275500041	2.376258156
Cyct	0	1.264975247	0.831	0.233	Spermatocyte	1.903119253	2.062502692
Tmem97	0	1.264141197	0.937	0.423	Spermatocyte	2.739035129	2.800494958
Dnah8	0	1.246791925	0.862	0.273	Spermatocyte	2.11044108	2.24227719
Rnls	0	1.246381013	0.711	0.074	Spermatocyte	1.434136608	1.704265302
1700102P08Rik	0	1.243790355	0.712	0.11	Spermatocyte	1.560859585	1.83761441
Setx	0	1.242202725	0.881	0.331	Spermatocyte	2.353812956	2.469111167
1700010B08Rik	0	1.235712191	0.85	0.278	Spermatocyte	1.965445461	2.106397404
Ndufaf3	0	1.233117486	0.874	0.335	Spermatocyte	2.090236369	2.208884332
Fyttd1	0	1.232025881	0.895	0.379	Spermatocyte	2.351257727	2.452351491
Ankrd54	0	1.226444904	0.816	0.205	Spermatocyte	1.746655594	1.917778246
Gm20621	0	1.220623925	0.762	0.117	Spermatocyte	1.525148953	1.74359828
1110004E09Rik	0	1.220207303	0.914	0.392	Spermatocyte	2.424575892	2.507074952
Shcbp1l	0	1.208530195	0.819	0.194	Spermatocyte	1.770432399	1.938403392
Psma8	0	1.203497621	0.731	0.123	Spermatocyte	1.595401501	1.85315662
Rbakdn	0	1.182362359	0.988	0.621	Spermatocyte	3.650328658	3.661920718
Gkap1	0	1.181933498	0.984	0.61	Spermatocyte	3.617713087	3.63367489
Tuba3a	0	1.176294752	0.965	0.504	Spermatocyte	3.045387054	3.079491557
Mad2l2	0	1.173191537	0.864	0.298	Spermatocyte	1.980139414	2.107055086
Nol8	0	1.172414	0.883	0.309	Spermatocyte	2.210590542	2.322614145
1700018B24Rik	0	1.158107713	0.897	0.367	Spermatocyte	2.317957948	2.416627172
Phospho2	0	1.155401778	0.851	0.299	Spermatocyte	2.111243763	2.254020406
1700010I14Rik	0	1.150210895	0.955	0.434	Spermatocyte	2.958095358	3.001388384
Rasl2-9	0	1.145380015	0.797	0.258	Spermatocyte	1.860225865	2.054925635
Rp9	0	1.142994808	0.908	0.426	Spermatocyte	2.350607748	2.438441232
Senp2	0	1.142560564	0.86	0.283	Spermatocyte	1.996882324	2.128413647
Nxt1	0	1.142334505	0.812	0.198	Spermatocyte	1.674232052	1.846976334
Tmbim7	0	1.141926979	0.833	0.234	Spermatocyte	1.793751859	1.947803383
Ccdc39	0	1.141102167	0.896	0.277	Spermatocyte	2.38489261	2.485272956
Spdya	0	1.13362236	0.826	0.209	Spermatocyte	1.712144841	1.871420842
Hspa2	0	1.128942254	0.928	0.393	Spermatocyte	2.534102139	2.603208112
4932431P20Rik	0	1.128307103	0.783	0.184	Spermatocyte	1.887035717	2.097860796
Ankar	0	1.123772929	0.773	0.172	Spermatocyte	1.604840408	1.816154163
Smpd5	0	1.12257004	0.851	0.26	Spermatocyte	1.88220877	2.020951832
Spink2	0	1.121809846	0.972	0.502	Spermatocyte	3.212652369	3.240241782
Ggnbp1	0	1.115044991	0.945	0.437	Spermatocyte	2.723025088	2.776026392
Zpbp2	0	1.108967954	0.876	0.309	Spermatocyte	2.302919285	2.42245564
Tbpl1	0	1.103941072	0.898	0.358	Spermatocyte	2.419910257	2.518291965
Zmynd10	0	1.103606186	0.799	0.14	Spermatocyte	1.565421732	1.746759108
2810025M15Rik	0	1.095339742	0.858	0.319	Spermatocyte	1.955255508	2.088515742
Nasp	0	1.092668909	0.987	0.625	Spermatocyte	3.768907775	3.781321868
1700040L02Rik	0	1.092469483	0.798	0.161	Spermatocyte	1.554013348	1.735786189
Tchp	0	1.090794533	0.713	0.094	Spermatocyte	1.427395076	1.694543314
Spag6	0	1.085523196	0.82	0.238	Spermatocyte	1.721816546	1.887499226
Smc4	0	1.085463294	0.943	0.558	Spermatocyte	2.904605201	2.960379689
Aprt	0	1.08323665	0.872	0.331	Spermatocyte	2.079922356	2.200607054
1700028J19Rik	0	1.077795359	0.89	0.387	Spermatocyte	2.28737721	2.392317413
Clgn	0	1.070866967	0.968	0.496	Spermatocyte	3.163175283	3.194418162
Grtp1	0	1.07072402	0.755	0.159	Spermatocyte	1.451239055	1.673159957
Fbp1	0	1.060195673	0.935	0.41	Spermatocyte	2.645516737	2.708388011
Nubp2	0	1.054524337	0.744	0.149	Spermatocyte	1.427503184	1.6593699
Srp14	0	1.053662578	0.895	0.387	Spermatocyte	2.263446015	2.363264882
Thoc7	0	1.051153879	0.82	0.273	Spermatocyte	1.827061221	1.996177879
Stk33	0	1.045319023	0.911	0.433	Spermatocyte	2.429286815	2.51457143
Fam216a	0	1.043743539	0.825	0.234	Spermatocyte	1.746902096	1.908223792
Rdh11	0	1.043417667	0.802	0.234	Spermatocyte	1.631034229	1.812415229
Cox6b2	0	1.04246571	0.926	0.431	Spermatocyte	2.493819358	2.564727534
Rnf32	0	1.036705653	0.927	0.406	Spermatocyte	2.529505447	2.599947529
Bcap29	0	1.033214834	0.874	0.378	Spermatocyte	2.107048114	2.226423543
Mum1	0	1.03103323	0.883	0.338	Spermatocyte	2.063947799	2.173565625
Cd320	0	1.029806329	0.792	0.193	Spermatocyte	1.607488396	1.798019338
Znhit3	0	1.02934292	0.772	0.175	Spermatocyte	1.49787804	1.704613759
Dmrtb1	0	1.024683265	0.9	0.435	Spermatocyte	2.490529949	2.587429099
Ppp3r2	0	1.020921872	0.93	0.512	Spermatocyte	2.770660983	2.838903083
Wbp11	0	1.019267824	0.911	0.428	Spermatocyte	2.440743384	2.525888272
Cenpv	0	1.014085558	0.921	0.443	Spermatocyte	2.437653278	2.513298759
Efcab5	0	1.009089986	0.833	0.284	Spermatocyte	1.859504201	2.01560346
Ccdc113	0	1.009043805	0.903	0.337	Spermatocyte	2.296831825	2.388966417
Piwil1	0	1.009002153	0.644	0.086	Spermatocyte	1.658430559	2.028597912
Mns1	0	1.004056995	0.947	0.487	Spermatocyte	2.822514009	2.874156787
Supt20	0	1.00298849	0.88	0.351	Spermatocyte	2.154304436	2.26776981
Tomm22	0	1.001669442	0.901	0.431	Spermatocyte	2.338360067	2.433425833
Flywch1	0	1.000957076	0.753	0.158	Spermatocyte	1.441939042	1.665002356
1700011E24Rik	0	1.000514646	0.887	0.354	Spermatocyte	2.155949158	2.262746366
